gene	transcript	protein_change	score	pvalue	qvalue	info
FOXA1	ENST00000250448	.	.	9.99990000099999e-06	0.011378347754984	.
CDH1	ENST00000261769	.	.	9.99990000099999e-06	0.011378347754984	.
ATP2B3	ENST00000263519	.	.	9.99990000099999e-06	0.011378347754984	.
PIK3CA	ENST00000263967	.	.	9.99990000099999e-06	0.011378347754984	.
RB1	ENST00000267163	.	.	9.99990000099999e-06	0.011378347754984	.
NCOR1	ENST00000268712	.	.	9.99990000099999e-06	0.011378347754984	.
TP53	ENST00000269305	.	.	9.99990000099999e-06	0.011378347754984	.
RUNX1	ENST00000300305	.	.	9.99990000099999e-06	0.011378347754984	.
F8	ENST00000360256	.	.	9.99990000099999e-06	0.011378347754984	.
SMARCA1	ENST00000371122	.	.	9.99990000099999e-06	0.011378347754984	.
PTEN	ENST00000371953	.	.	9.99990000099999e-06	0.011378347754984	.
MAP3K1	ENST00000399503	.	.	9.99990000099999e-06	0.011378347754984	.
TENM1	ENST00000422452	.	.	9.99990000099999e-06	0.011378347754984	.
CASP8	ENST00000358485	.	.	1.9999800002e-05	0.018489815101849	.
COL4A6	ENST00000372216	.	.	1.9999800002e-05	0.018489815101849	.
SCN5A	ENST00000413689	.	.	1.9999800002e-05	0.018489815101849	.
CUL4B	ENST00000404115	.	.	3.9999600004e-05	0.0348043578387746	.
GATA3	ENST00000379328	.	.	4.99995000049999e-05	0.0410884780041088	.
GPM6B	ENST00000316715	.	.	5.99994000059999e-05	0.0443755562444375	.
NF1	ENST00000358273	.	.	5.99994000059999e-05	0.0443755562444375	.
MAP2K4	ENST00000353533	.	.	6.99993000069999e-05	0.0493061736049306	.
GLA	ENST00000218516	.	.	7.99992000079999e-05	0.0537885530235607	.
WAS	ENST00000376701	.	.	8.99991000089999e-05	0.0578811603188316	.
AFF2	ENST00000370460	.	.	0.000129998700013	0.0801225321080123	.
DAB1	ENST00000371236	.	.	0.000139998600014	0.0828343716562835	.
NIPBL	ENST00000282516	.	.	0.000179998200018	0.100373281981466	.
FBN1	ENST00000316623	.	.	0.000189998100019	0.100373281981466	.
OPA1	ENST00000361908	.	.	0.000189998100019	0.100373281981466	.
COL4A5	ENST00000328300	.	.	0.000219997800022	0.11221405027329	.
ARID1A	ENST00000324856	.	.	0.000269997300027	0.133126668733313	.
FRMD7	ENST00000298542	.	.	0.00029999700003	0.139200481818866	.
SH3GL3	ENST00000427482	.	.	0.000301136791387488	0.139200481818866	.
NTRK2	ENST00000376214	.	.	0.000319996800032	0.143436141396162	.
ASL	ENST00000304874	.	.	0.000389996100039	0.169671244464026	.
GSPT2	ENST00000340438	.	.	0.000409995900041	0.173275981525899	.
PTCHD1	ENST00000379361	.	.	0.00049999500005	0.205442390020544	.
SLC3A1	ENST00000260649	.	.	0.000579994200057999	0.231872275871836	.
AKT1	ENST00000554581	.	.	0.000619993800061999	0.235177213630167	.
AKIRIN1	ENST00000432648	.	.	0.000620058905596032	0.235177213630167	.
ATRX	ENST00000373344	.	.	0.000689993100068999	0.255159448405516	.
GRIA3	ENST00000264357	.	.	0.000709992900070999	0.256151584825615	.
MYH7	ENST00000355349	.	.	0.000779992200077999	0.274705824370328	.
SCN1A	ENST00000303395	.	.	0.000809991900080999	0.278637213627864	.
MED23	ENST00000368068	.	.	0.000829991700082999	0.279028118809721	.
DLX5	ENST00000222598	.	.	0.000849991500084999	0.27940165042794	.
SMAD4	ENST00000342988	.	.	0.000949990500094999	0.301874532275085	.
LIFR	ENST00000263409	.	.	0.000979990200097999	0.301874532275085	.
NHS	ENST00000380060	.	.	0.000989990100098999	0.301874532275085	.
GLDC	ENST00000321612	.	.	0.000999990000099999	0.301874532275085	.
SCN2A	ENST00000357398	.	.	0.001089989100109	0.322462375376247	.
SPAST	ENST00000315285	.	.	0.001159988400116	0.336442125774821	.
KIF5C	ENST00000435030	.	.	0.001269987300127	0.361262541220742	.
GRIN2A	ENST00000396573	.	.	0.001339986600134	0.372535533903921	.
COL4A1	ENST00000375820	.	.	0.001359986400136	0.372535533903921	.
NKRF	ENST00000542113	.	.	0.001519984800152	0.408793002979062	.
ZMYM3	ENST00000353904	.	.	0.001629983700163	0.430548551657341	.
BCO2	ENST00000357685	.	.	0.001709982900171	0.443755562444376	.
ACE2	ENST00000427411	.	.	0.001739982600174	0.443755562444376	.
HNF4A	ENST00000316099	.	.	0.001789982100179	0.44876974959064	.
BMPR2	ENST00000374580	.	.	0.001939980600194	0.478269883967827	.
MID1	ENST00000317552	.	.	0.002019979800202	0.489828544337508	.
ARPP21	ENST00000458225	.	.	0.002069979300207	0.493856996913902	.
ACTG1	ENST00000575842	.	.	0.002109978900211	0.495409649078113	.
GUSB	ENST00000304895	.	.	0.002169978300217	0.500647301219296	.
KCND1	ENST00000218176	.	.	0.00219997800022	0.500647301219296	.
CFTR	ENST00000003084	.	.	0.002259977400226	0.506508874305197	.
HNRNPDL	ENST00000295470	.	.	0.002339976600234	0.516610953293453	.
TRAPPC8	ENST00000283351	.	.	0.002479975200248	0.539467546501006	.
ATP7A	ENST00000341514	.	.	0.002669973300267	0.572380363152891	.
HSF5	ENST00000323777	.	.	0.00279997200028	0.587280463829026	.
PAPOLG	ENST00000238714	.	.	0.002869971300287	0.587280463829026	.
PSKH1	ENST00000291041	.	.	0.00307793778168627	0.587280463829026	.
MPZL1	ENST00000359523	.	.	0.003079969200308	0.587280463829026	.
GNA13	ENST00000439174	.	.	0.00309996900031	0.587280463829026	.
CCAR1	ENST00000265872	.	.	0.003139968600314	0.587280463829026	.
UNCX	ENST00000316333	.	.	0.003139968600314	0.587280463829026	.
SEC23B	ENST00000336714	.	.	0.003139968600314	0.587280463829026	.
STAG2	ENST00000218089	.	.	0.003189968100319	0.587280463829026	.
IGSF1	ENST00000370903	.	.	0.003249967500325	0.587280463829026	.
STK17B	ENST00000263955	.	.	0.003349966500335	0.587280463829026	.
LZTR1	ENST00000215739	.	.	0.003359966400336	0.587280463829026	.
BTAF1	ENST00000265990	.	.	0.003359966400336	0.587280463829026	.
ZNF628	ENST00000598519	.	.	0.003419965800342	0.587280463829026	.
RASA2	ENST00000286364	.	.	0.003449965500345	0.587280463829026	.
HNF1A	ENST00000257555	.	.	0.00349996500035	0.587280463829026	.
TRMT5	ENST00000261249	.	.	0.003509964900351	0.587280463829026	.
HOXA7	ENST00000242159	.	.	0.003529964700353	0.587280463829026	.
KLF7	ENST00000309446	.	.	0.003569964300357	0.587280463829026	.
OGT	ENST00000373719	.	.	0.003569964300357	0.587280463829026	.
CACNA1E	ENST00000367573	.	.	0.003609963900361	0.587280463829026	.
TSGA10	ENST00000393483	.	.	0.003659963400366	0.587280463829026	.
SPZ1	ENST00000296739	.	.	0.003709962900371	0.587280463829026	.
NMS	ENST00000376865	.	.	0.003729962700373	0.587280463829026	.
MID2	ENST00000262843	.	.	0.003739962600374	0.587280463829026	.
CACNA1A	ENST00000360228	.	.	0.003779962200378	0.587280463829026	.
TBX3	ENST00000257566	.	.	0.003879961200388	0.587280463829026	.
PSMC6	ENST00000445930	.	.	0.00389996100039	0.587280463829026	.
TNK2	ENST00000381916	.	.	0.003929960700393	0.587280463829026	.
CHST7	ENST00000276055	.	.	0.003939960600394	0.587280463829026	.
BRCA1	ENST00000471181	.	.	0.0039999600004	0.587280463829026	.
ATP11C	ENST00000327569	.	.	0.004009959900401	0.587280463829026	.
PHKA2	ENST00000379942	.	.	0.004139958600414	0.598854593978333	.
IDS	ENST00000340855	.	.	0.004169958300417	0.598854593978333	.
INHBA	ENST00000242208	.	.	0.004249957500425	0.60423320295099	.
LTBP4	ENST00000308370	.	.	0.004289957100429	0.60423320295099	.
FOXA2	ENST00000419308	.	.	0.004329956700433	0.60423320295099	.
APEX2	ENST00000374987	.	.	0.004449955500445	0.612218322261222	.
IRF6	ENST00000367021	.	.	0.004469955300447	0.612218322261222	.
MAP3K6	ENST00000493901	.	.	0.004569954300457	0.618568359770948	.
OTX2	ENST00000339475	.	.	0.00459995400046	0.618568359770948	.
HEPH	ENST00000519389	.	.	0.004659953400466	0.619408805911941	.
AR	ENST00000374690	.	.	0.004689953100469	0.619408805911941	.
ADSS	ENST00000366535	.	.	0.004849951500485	0.631274317178088	.
SCN8A	ENST00000354534	.	.	0.00490995090049099	0.631274317178088	.
CACNA1F	ENST00000376265	.	.	0.004949950500495	0.631274317178088	.
PABPC4L	ENST00000529122	.	.	0.004959950400496	0.631274317178088	.
ABCB4	ENST00000265723	.	.	0.0049999500005	0.631274317178088	.
SYP	ENST00000263233	.	.	0.005089949100509	0.631274317178088	.
FBXL20	ENST00000264658	.	.	0.00517994820051799	0.631274317178088	.
FOXB2	ENST00000376708	.	.	0.00518994810051899	0.631274317178088	.
RIC8A	ENST00000325207	.	.	0.005239947600524	0.631274317178088	.
CHD4	ENST00000357008	.	.	0.00525994740052599	0.631274317178088	.
ZC3H4	ENST00000253048	.	.	0.00528994710052899	0.631274317178088	.
LGALS2	ENST00000215886	.	.	0.00534994650053499	0.631274317178088	.
DARS	ENST00000264161	.	.	0.00538994610053899	0.631274317178088	.
WHSC1L1	ENST00000317025	.	.	0.00539994600053999	0.631274317178088	.
MTOR	ENST00000361445	.	.	0.00541994580054199	0.631274317178088	.
NMT1	ENST00000592782	.	.	0.00557994420055799	0.644832301676983	.
TFAP4	ENST00000204517	.	.	0.00565994340056599	0.6490068432649	.
GPS2	ENST00000380728	.	.	0.00576994230057699	0.652581709477022	.
HOXD13	ENST00000392539	.	.	0.00583994160058399	0.652581709477022	.
ZNF441	ENST00000357901	.	.	0.00586994130058699	0.652581709477022	.
AHI1	ENST00000367800	.	.	0.00592994070059299	0.652581709477022	.
STK11	ENST00000326873	.	.	0.00598994010059899	0.652581709477022	.
LHFPL4	ENST00000287585	.	.	0.00599994000059999	0.652581709477022	.
SMARCA4	ENST00000429416	.	.	0.00599994000059999	0.652581709477022	.
CNGA2	ENST00000329903	.	.	0.00606993930060699	0.655376219960428	.
MYH9	ENST00000216181	.	.	0.00618993810061899	0.658814404763753	.
L1CAM	ENST00000370060	.	.	0.00622993770062299	0.658814404763753	.
ARHGAP29	ENST00000260526	.	.	0.00626993730062699	0.658814404763753	.
PMEPA1	ENST00000341744	.	.	0.00627993720062799	0.658814404763753	.
HNF1B	ENST00000225893	.	.	0.00642993570064299	0.669800062562754	.
EPHB3	ENST00000330394	.	.	0.00657993420065799	0.680014310968001	.
