gene	transcript	protein_change	score	pvalue	qvalue	info
PIK3CA	ENST00000263967	.	.	.	0	.
EP300	ENST00000263253	.	.	.	0.000387208646537429	.
PLD1	ENST00000351298	.	.	.	0.000523573430752784	.
PTEN	ENST00000371953	.	.	.	0.00109428530543186	.
BIRC2	ENST00000227758	.	.	.	0.00171045210818273	.
CREBBP	ENST00000262367	.	.	.	0.00180809602774434	.
KRAS	ENST00000256078	.	.	.	0.00270035943063494	.
SDHA	ENST00000264932	.	.	.	0.00330642513825874	.
PAPSS2	ENST00000456849	.	.	.	0.00431148410340154	.
TP53	ENST00000269305	.	.	.	0.0044326972449263	.
POLR2E	ENST00000215587	.	.	.	0.00499667505618734	.
MAPK1	ENST00000215832	.	.	.	0.00616335154336316	.
PLCB1	ENST00000338037	.	.	.	0.00673574693389675	.
POLR2H	ENST00000456318	.	.	.	0.00765831362216854	.
AGXT	ENST00000307503	.	.	.	0.00789232232594551	.
ADCY2	ENST00000338316	.	.	.	0.00881320549836278	.
PLCG2	ENST00000359376	.	.	.	0.00912465593144723	.
AKT1	ENST00000554581	.	.	.	0.0139007904106937	.
ERBB2	ENST00000269571	.	.	.	0.0145624121415163	.
FDPS	ENST00000356657	.	.	.	0.0155641040749501	.
STT3A	ENST00000392708	.	.	.	0.0158098973897087	.
POLR1A	ENST00000263857	.	.	.	0.0168435761243782	.
NUP153	ENST00000262077	.	.	.	0.0191516763609121	.
PRKCI	ENST00000295797	.	.	.	0.0194664938257056	.
CYP2A13	ENST00000330436	.	.	.	0.0208873812069125	.
HCK	ENST00000375852	.	.	.	0.0209665064520745	.
SMAD4	ENST00000342988	.	.	.	0.0215927743499524	.
PRIM2	ENST00000607273	.	.	.	0.0225675300297141	.
PRKACA	ENST00000308677	.	.	.	0.0232291517605367	.
HSP90AA1	ENST00000334701	.	.	.	0.0237392570644534	.
GHSR	ENST00000241256	.	.	.	0.0252274850798407	.
RAP1B	ENST00000250559	.	.	.	0.0257022365508127	.
