gene	transcript	protein_change	score	pvalue	qvalue	info
SF3B1	ENST00000335508	.	0.2375	.	.	.
EIF1AX	ENST00000379607	.	0.1125	.	.	.
GNB1	ENST00000378609	.	0.1	.	.	.
STX7	ENST00000367941	.	0.0875	.	.	.
STX11	ENST00000367568	.	0.0875	.	.	.
RPS12	ENST00000230050	.	0.0875	.	.	.
RAET1G	ENST00000367360	.	0.0875	.	.	.
MAP3K5	ENST00000359015	.	0.0875	.	.	.
ESR1	ENST00000440973	.	0.0875	.	.	.
DLL1	ENST00000366756	.	0.0875	.	.	.
CNKSR3	ENST00000607772	.	0.0875	.	.	.
ULBP1	ENST00000229708	.	0.075	.	.	.
TPD52L1	ENST00000534000	.	0.075	.	.	.
TNFRSF14	ENST00000355716	.	0.075	.	.	.
SUMO4	ENST00000326669	.	0.075	.	.	.
SOD2	ENST00000538183	.	0.075	.	.	.
SLC22A2	ENST00000366953	.	0.075	.	.	.
SKI	ENST00000378536	.	0.075	.	.	.
SGK1	ENST00000367858	.	0.075	.	.	.
SF3B5	ENST00000367569	.	0.075	.	.	.
RGS17	ENST00000367225	.	0.075	.	.	.
PRKCZ	ENST00000378567	.	0.075	.	.	.
POU3F2	ENST00000328345	.	0.075	.	.	.
NUP43	ENST00000340413	.	0.075	.	.	.
NCOA7	ENST00000368357	.	0.075	.	.	.
KATNA1	ENST00000367411	.	0.075	.	.	.
FOXO3	ENST00000406360	.	0.075	.	.	.
DVL1	ENST00000378891	.	0.075	.	.	.
CDC40	ENST00000368932	.	0.075	.	.	.
WASF1	ENST00000392589	.	0.0625	.	.	.
TBP	ENST00000392092	.	0.0625	.	.	.
SNX3	ENST00000230085	.	0.0625	.	.	.
RIMS1	ENST00000521978	.	0.0625	.	.	.
OSTM1	ENST00000193322	.	0.0625	.	.	.
HSPA8	ENST00000534624	.	0.0625	.	.	.
HDAC2	ENST00000519065	.	0.0625	.	.	.
FYN	ENST00000354650	.	0.0625	.	.	.
DYNLT1	ENST00000367089	.	0.0625	.	.	.
VPS11	ENST00000300793	.	0.05	.	.	.
THY1	ENST00000284240	.	0.05	.	.	.
STT3A	ENST00000392708	.	0.05	.	.	.
SRPR	ENST00000332118	.	0.05	.	.	.
RPS25	ENST00000527673	.	0.05	.	.	.
