gene	transcript	protein_change	score	pvalue	qvalue	info
AHNAK	ENST00000378024	.	.	5.19234687010228e-11	2.99650337873602e-07	.
ROCK2	ENST00000315872	.	.	5.1460698747831e-07	0.00100568975325532	.
UBR5	ENST00000520539	.	.	5.22798346866395e-07	0.00100568975325532	.
KIF7	ENST00000394412	.	.	2.32007438067066e-06	0.00223152487514173	.
NUMA1	ENST00000393695	.	.	2.17059579008285e-06	0.00223152487514173	.
PCM1	ENST00000325083	.	.	1.78925350641126e-06	0.00223152487514173	.
MKI67	ENST00000368654	.	.	3.50556205295357e-06	0.00289008551537072	.
SETD2	ENST00000409792	.	.	6.6688180198349e-06	0.0048107185990584	.
MUC16	ENST00000397910	.	.	7.82673990864025e-06	0.00501867955697365	.
WNK2	ENST00000297954	.	.	1.08869439792999e-05	0.00628285537045394	.
IKBKAP	ENST00000374647	.	.	1.34014102302355e-05	0.00644496153655743	.
TP53BP1	ENST00000382044	.	.	1.29995330534528e-05	0.00644496153655743	.
ABCF1	ENST00000326195	.	.	2.47375155431601e-05	0.0101971572999698	.
PKN2	ENST00000370521	.	.	2.36360322150741e-05	0.0101971572999698	.
DYNC1H1	ENST00000360184	.	.	2.74820050172611e-05	0.0102481362959922	.
TNKS1BP1	ENST00000532437	.	.	2.84127847402312e-05	0.0102481362959922	.
BRWD1	ENST00000333229	.	.	3.09497221035643e-05	0.0105065203682158	.
ANAPC1	ENST00000341068	.	.	3.95462928339011e-05	0.0114110827972221	.
CSF2RB	ENST00000403662	.	.	3.90776145168001e-05	0.0114110827972221	.
MPHOSPH10	ENST00000244230	.	.	3.66219630941028e-05	0.0114110827972221	.
MED1	ENST00000300651	.	.	6.82049317538706e-05	0.0178913936887085	.
UBAP2L	ENST00000428931	.	.	6.66683234617391e-05	0.0178913936887085	.
DENND4C	ENST00000602925	.	.	9.1059731398257e-05	0.0223567972282066	.
XIAP	ENST00000371199	.	.	9.29757639017427e-05	0.0223567972282066	.
ABCC6	ENST00000205557	.	.	0.000110542497953325	0.0227835984174513	.
CCND1	ENST00000227507	.	.	0.000110358369913054	0.0227835984174513	.
MYH3	ENST00000583535	.	.	0.000105978204939502	0.0227835984174513	.
