gene	transcript	protein_change	score	pvalue	qvalue	info
BRAF	ENST00000288602	.	.	1.97182659458359e-30	1.5143628246402e-26	.
CTNNB1	ENST00000349496	.	.	1.93753401750867e-13	7.44013062723329e-10	.
HCFC1	ENST00000310441	.	.	1.13152080169465e-12	2.89669325233829e-09	.
MKI67	ENST00000368654	.	.	1.23907993804537e-11	2.37903348104712e-08	.
HUWE1	ENST00000342160	.	.	7.66496132654174e-11	1.17733805975681e-07	.
AHNAK	ENST00000378024	.	.	2.46902559253383e-09	3.16035275844331e-06	.
NCL	ENST00000322723	.	.	3.80890915625523e-09	4.17891747429145e-06	.
MAP1B	ENST00000296755	.	.	2.57187577821168e-08	2.46900074708321e-05	.
AHNAK2	ENST00000333244	.	.	5.24695550300632e-08	4.47740202923206e-05	.
EGFR	ENST00000275493	.	.	2.1037289182096e-07	0.000161566380918497	.
MYCBP2	ENST00000544440	.	.	3.20877757227896e-07	0.000224031015955476	.
ARAF	ENST00000377045	.	.	5.66019319306431e-07	0.000291988108525243	.
CDK12	ENST00000447079	.	.	5.55104663371609e-07	0.000291988108525243	.
PARD3	ENST00000374789	.	.	5.70289274463365e-07	0.000291988108525243	.
RBL1	ENST00000598590	.	.	5.01894015297065e-07	0.000291988108525243	.
BCLAF1	ENST00000531224	.	.	8.7950773300672e-07	0.000422163711843226	.
PCF11	ENST00000298281	.	.	9.42268581370094e-07	0.000425683688524842	.
PLD2	ENST00000263088	.	.	1.02985852535962e-06	0.000439406304153436	.
ASS1	ENST00000372394	.	.	1.11586198875028e-06	0.000451043161768536	.
TACC2	ENST00000369005	.	.	1.23539059064833e-06	0.00047438998680896	.
MYO10	ENST00000513610	.	.	2.32987256911525e-06	0.000852067682419291	.
PRPF4B	ENST00000337659	.	.	2.52521939040312e-06	0.000881531132649817	.
ACTN1	ENST00000394419	.	.	2.77251404989608e-06	0.000925778604487038	.
AHR	ENST00000242057	.	.	3.04298634894638e-06	0.000934805406396328	.
SRRM2	ENST00000301740	.	.	3.03741685116656e-06	0.000934805406396328	.
PDCD11	ENST00000369797	.	.	3.78346786509569e-06	0.00111757820015134	.
MYH9	ENST00000216181	.	.	4.75896258066827e-06	0.00135366046739008	.
IRS1	ENST00000305123	.	.	5.22043781482703e-06	0.00140002495198156	.
NIPBL	ENST00000282516	.	.	5.28655255305539e-06	0.00140002495198156	.
ARHGAP4	ENST00000370028	.	.	6.8990787936396e-06	0.00167381212137664	.
CDK4	ENST00000257904	.	.	6.66878765080001e-06	0.00167381212137664	.
ZC3H4	ENST00000253048	.	.	6.97421717240265e-06	0.00167381212137664	.
ATP7A	ENST00000341514	.	.	8.00469523290782e-06	0.00180811939378624	.
HNRNPC	ENST00000320084	.	.	7.78703478714826e-06	0.00180811939378624	.
GLCCI1	ENST00000223145	.	.	8.42669109454783e-06	0.0018490567887465	.
C2CD2L	ENST00000336702	.	.	9.51563724619825e-06	0.00203000261252229	.
SIPA1L1	ENST00000555818	.	.	9.91629502103268e-06	0.00205830123679814	.
ANXA5	ENST00000296511	.	.	1.04523896321444e-05	0.0021124829572334	.
SPEN	ENST00000375759	.	.	1.14821995795179e-05	0.00226111007104353	.
TUBA3E	ENST00000312988	.	.	1.24143851834797e-05	0.00238356195522811	.
HSPA1A	ENST00000375651	.	.	1.46907368967858e-05	0.00275182583822719	.
GAB3	ENST00000424127	.	.	1.52321874944194e-05	0.00278531428469384	.
MACF1	ENST00000545844	.	.	1.69545551836087e-05	0.00302816241418872	.
SLC4A7	ENST00000295736	.	.	1.88262879163941e-05	0.00328604298177061	.
CDC73	ENST00000367435	.	.	1.99295532593373e-05	0.00332736889199371	.
LRRK2	ENST00000298910	.	.	1.97657673224052e-05	0.00332736889199371	.
GRB10	ENST00000398812	.	.	2.34471740091859e-05	0.00383136800830952	.
LATS1	ENST00000543571	.	.	2.42478744956242e-05	0.00385147074116043	.
ZC3H13	ENST00000282007	.	.	2.45731857183413e-05	0.00385147074116043	.
BMS1	ENST00000374518	.	.	2.725038214007e-05	0.00418565869671475	.
LRRC16A	ENST00000329474	.	.	2.78263153784886e-05	0.00419031572758416	.
CIC	ENST00000575354	.	.	2.99193338086899e-05	0.00436533201398334	.
LAMA1	ENST00000389658	.	.	3.01253381173329e-05	0.00436533201398334	.
