gene	transcript	protein_change	score	pvalue	qvalue	info
IDH1	ENST00000415913	.	.	3.19800343586378e-13	3.92714821924072e-10	.
TAS2R3	ENST00000247879	.	.	5.39923440058465e-09	3.31512992195898e-06	.
FLT3	ENST00000241453	.	.	1.44033634399955e-07	5.89577676810481e-05	.
UBR5	ENST00000520539	.	.	3.70595688386332e-06	0.00113772876334604	.
KIT	ENST00000288135	.	.	8.36883616558724e-05	0.0171282180189019	.
SPEN	ENST00000375759	.	.	7.62456768854073e-05	0.0171282180189019	.
CREBBP	ENST00000262367	.	.	0.000229547332332956	0.0352355155131088	.
PTPN11	ENST00000351677	.	.	0.000217804123541028	0.0352355155131088	.
MEPCE	ENST00000310512	.	.	0.000273524465400644	0.0373208937235545	.
DAB2	ENST00000320816	.	.	0.000319248084175225	0.0392036647367176	.
AHNAK2	ENST00000333244	.	.	0.000402837569761019	0.0438212801987187	.
ASS1	ENST00000372394	.	.	0.000539797489061957	0.0438212801987187	.
EPB41	ENST00000343067	.	.	0.000488800939060789	0.0438212801987187	.
PAN3	ENST00000380958	.	.	0.000443539945413636	0.0438212801987187	.
SCML2	ENST00000251900	.	.	0.000606646387115812	0.0438212801987187	.
TNKS1BP1	ENST00000532437	.	.	0.000593682937125761	0.0438212801987187	.
TTK	ENST00000369798	.	.	0.000506926838289429	0.0438212801987187	.
SLC25A31	ENST00000281154	.	.	0.000673319815480518	0.0459353740783375	.
MLLT4	ENST00000507704	.	.	0.000778881743719346	0.0503403569098609	.
CIC	ENST00000575354	.	.	0.000982555962523777	0.0599112828340808	.
NCL	ENST00000322723	.	.	0.00103471228902041	0.0599112828340808	.
SRSF2	ENST00000392485	.	.	0.00107332917129461	0.0599112828340808	.
LEPR	ENST00000349533	.	.	0.00119623387747615	0.0638684870235091	.
FILIP1	ENST00000237172	.	.	0.00133152205479652	0.0681295451370886	.
GRIN2B	ENST00000609686	.	.	0.00156727337297511	0.0769844680805376	.
EEA1	ENST00000322349	.	.	0.00169016677381305	0.079827876855478	.
NUP93	ENST00000308159	.	.	0.00192694762578019	0.0876404327577064	.
CARD6	ENST00000254691	.	.	0.00213066204890953	0.0905678670835954	.
CDK13	ENST00000181839	.	.	0.00221257004275885	0.0905678670835954	.
SIPA1L2	ENST00000366630	.	.	0.00214530719603463	0.0905678670835954	.
DNM1L	ENST00000549701	.	.	0.0023350170420055	0.0924968041155726	.
LRFN2	ENST00000338305	.	.	0.00259502702206643	0.0995841619717994	.
PCM1	ENST00000325083	.	.	0.0027478099891063	0.102251838382501	.
MRE11A	ENST00000323929	.	.	0.0029585498582429	0.103802835026351	.
VIL1	ENST00000248444	.	.	0.00295073801878576	0.103802835026351	.
ZFYVE16	ENST00000338008	.	.	0.00304718651271093	0.103942917711362	.
PHF3	ENST00000262043	.	.	0.00317214741057572	0.105281000545594	.
CYTH4	ENST00000248901	.	.	0.00337166659272461	0.108958067785943	.
MBD2	ENST00000256429	.	.	0.00346210840414295	0.109012028725322	.
ACOXL	ENST00000439055	.	.	0.00376377911296322	0.111148728299592	.
ADNP	ENST00000396029	.	.	0.00376377910921053	0.111148728299592	.
LZTS2	ENST00000370220	.	.	0.00380150373663099	0.111148728299592	.
DNMT3B	ENST00000328111	.	.	0.00415999789397444	0.118801800320945	.
CAPN13	ENST00000295055	.	.	0.00437581672368108	0.120326099762117	.
CD74	ENST00000009530	.	.	0.00446059855370746	0.120326099762117	.
MS4A1	ENST00000534668	.	.	0.00459386317888614	0.120326099762117	.
ZNF460	ENST00000360338	.	.	0.00460531489317547	0.120326099762117	.
CAMK2B	ENST00000395749	.	.	0.00525518112231082	0.123434184860267	.
GOLGA1	ENST00000373555	.	.	0.00548864951739041	0.123434184860267	.
ITPR3	ENST00000374316	.	.	0.00560495068507434	0.123434184860267	.
KCND3	ENST00000315987	.	.	0.00560370023553828	0.123434184860267	.
METTL14	ENST00000388822	.	.	0.00501663717160143	0.123434184860267	.
POTEE	ENST00000356920	.	.	0.00562892048222715	0.123434184860267	.
PPP2R5E	ENST00000337537	.	.	0.00506321939251406	0.123434184860267	.
RIF1	ENST00000243326	.	.	0.00503630994547606	0.123434184860267	.
SHC1	ENST00000448116	.	.	0.00552117943613583	0.123434184860267	.
AR	ENST00000374690	.	.	0.0059982775183614	0.127369341614489	.
ENOX1	ENST00000261488	.	.	0.00639006978493034	0.127369341614489	.
MYH1	ENST00000226207	.	.	0.00633561748281877	0.127369341614489	.
RAP1B	ENST00000250559	.	.	0.00638146256661701	0.127369341614489	.
UBR4	ENST00000375254	.	.	0.00643069965806053	0.127369341614489	.
WDR88	ENST00000355868	.	.	0.00637287770581102	0.127369341614489	.
ADAMTS16	ENST00000274181	.	.	0.00734673525996494	0.139455010726021	.
CAMK4	ENST00000282356	.	.	0.00742552850041902	0.139455010726021	.
MAP3K9	ENST00000555993	.	.	0.00749513901296203	0.139455010726021	.
RBM15	ENST00000369784	.	.	0.00746888873228847	0.139455010726021	.
COX6B1	ENST00000246554	.	.	0.00804652136509236	0.140340187658924	.
HNRNPM	ENST00000325495	.	.	0.00803758827523261	0.140340187658924	.
PIWIL4	ENST00000299001	.	.	0.00811413137115928	0.140340187658924	.
SETD2	ENST00000409792	.	.	0.00769676310788904	0.140340187658924	.
SGK223	ENST00000520004	.	.	0.00811360040345478	0.140340187658924	.
POLRMT	ENST00000588649	.	.	0.00931198904350687	0.157835271586999	.
XRCC1	ENST00000262887	.	.	0.00938271565623038	0.157835271586999	.
PDS5B	ENST00000315596	.	.	0.00967117972328308	0.159233457057517	.
SIRT1	ENST00000212015	.	.	0.00972517042289396	0.159233457057517	.
UBA1	ENST00000335972	.	.	0.00998337141656411	0.161310264467641	.
CPNE3	ENST00000521271	.	.	0.0102932571526176	0.164157399784603	.
MTOR	ENST00000361445	.	.	0.0105620577077191	0.166284703398449	.
FCAMR	ENST00000324852	.	.	0.0107360880248876	0.166885013855215	.
IQCG	ENST00000265239	.	.	0.0113300395324241	0.171768994392799	.
TAF8	ENST00000372977	.	.	0.011256460163579	0.171768994392799	.
CNOT3	ENST00000406403	.	.	0.0119878302292026	0.175250660969771	.
NCOA3	ENST00000371998	.	.	0.0117202562219687	0.175250660969771	.
SETDB1	ENST00000271640	.	.	0.011935414558189	0.175250660969771	.
BAIAP2	ENST00000321300	.	.	0.0125423835274298	0.177035022663031	.
EIF3L	ENST00000412331	.	.	0.0124770248590982	0.177035022663031	.
RFX4	ENST00000357881	.	.	0.0124892244270611	0.177035022663031	.
AQP5	ENST00000293599	.	.	0.0127089961382183	0.17734826429241	.
RPS12	ENST00000230050	.	.	0.01317553556395	0.181792782837423	.
CSTF2	ENST00000372972	.	.	0.0136022596729416	0.185595276426358	.
MAP4	ENST00000360240	.	.	0.0146720439954338	0.197991978312007	.
MRTO4	ENST00000330263	.	.	0.0154210664153209	0.20583771258711	.
CDT1	ENST00000301019	.	.	0.0160771704534811	0.210029418264625	.
MAGEC2	ENST00000247452	.	.	0.0160002812633968	0.210029418264625	.
ZBTB20	ENST00000474710	.	.	0.0174093741045785	0.225039067372868	.
KRT35	ENST00000393989	.	.	0.0176664559483639	0.225983415672821	.
RPL6	ENST00000424576	.	.	0.0205796499009485	0.257875613044539	.
TWISTNB	ENST00000222567	.	.	0.0203758595312935	0.257875613044539	.
PSMD11	ENST00000261712	.	.	0.0211606356779693	0.260201920257863	.
TUBA3C	ENST00000400113	.	.	0.0211890814542234	0.260201920257863	.
HIST1H3D	ENST00000377831	.	.	0.0220469287566504	0.268055727853135	.
MAPK9	ENST00000452135	.	.	0.0227105581748608	0.273417308222834	.
GRIK2	ENST00000421544	.	.	0.023517099634614	0.277682676454866	.
LSM14A	ENST00000544216	.	.	0.023297082878496	0.277682676454866	.
FKBP15	ENST00000238256	.	.	0.0241748717778667	0.279800536961839	.
MYC	ENST00000377970	.	.	0.0243800142141016	0.279800536961839	.
RBM4B	ENST00000525754	.	.	0.0241586865083031	0.279800536961839	.
MYOZ1	ENST00000359322	.	.	0.0250677692913875	0.285029821202072	.
CEBPZ	ENST00000234170	.	.	0.0254698241447852	0.286944440823818	.
CDKL5	ENST00000379989	.	.	0.0259362060701808	0.289542373219837	.
KRT13	ENST00000246635	.	.	0.0284697515433215	0.314962656713503	.
E2F8	ENST00000527884	.	.	0.0296826014925999	0.322568448078873	.
PDAP1	ENST00000350498	.	.	0.0296311095445658	0.322568448078873	.
AHNAK	ENST00000378024	.	.	0.0316050702828742	0.339140504398263	.
MAP3K7	ENST00000369329	.	.	0.0317599006561891	0.339140504398263	.
BUB3	ENST00000368865	.	.	0.032109689304076	0.339919814356943	.
SYN3	ENST00000358763	.	.	0.0325292214868904	0.341417811845311	.
HSPA8	ENST00000534624	.	.	0.033987933448923	0.353704934536249	.
RSL1D1	ENST00000571133	.	.	0.0354259736748513	0.365572232543844	.
TJAP1	ENST00000372445	.	.	0.0383398991731859	0.392344968205603	.
ZBTB40	ENST00000404138	.	.	0.0393273383097707	0.399123730945442	.
HNRNPA1L2	ENST00000342657	.	.	0.0469225908200699	0.472302799402015	.
AACS	ENST00000316519	.	.	1	1	.
AARS	ENST00000261772	.	.	1	1	.
ABCA4	ENST00000370225	.	.	1	1	.
ABCA6	ENST00000284425	.	.	1	1	.
ABCB9	ENST00000542678	.	.	1	1	.
ABCC11	ENST00000394747	.	.	1	1	.
ABCC3	ENST00000285238	.	.	1	1	.
ABCD1	ENST00000218104	.	.	1	1	.
ABCF2	ENST00000222388	.	.	1	1	.
ACACB	ENST00000338432	.	.	1	1	.
ACAN	ENST00000439576	.	.	1	1	.
ACO1	ENST00000309951	.	.	1	1	.
ACO2	ENST00000216254	.	.	1	1	.
ACOT11	ENST00000371316	.	.	1	1	.
ACSL3	ENST00000357430	.	.	1	1	.
ACSM1	ENST00000307493	.	.	1	1	.
ACSM2A	ENST00000573854	.	.	1	1	.
ACTG2	ENST00000409624	.	.	1	1	.
ACTL8	ENST00000375406	.	.	1	1	.
ACTN2	ENST00000366578	.	.	1	1	.
ADAM11	ENST00000200557	.	.	1	1	.
ADAMTS1	ENST00000284984	.	.	1	1	.
ADCY1	ENST00000297323	.	.	1	1	.
ADCY2	ENST00000338316	.	.	1	1	.
ADCY3	ENST00000260600	.	.	1	1	.
ADCY4	ENST00000310677	.	.	1	1	.
ADCY6	ENST00000307885	.	.	1	1	.
ADRA1A	ENST00000380586	.	.	1	1	.
ADSS	ENST00000366535	.	.	1	1	.
AFAP1L1	ENST00000296721	.	.	1	1	.
AGBL3	ENST00000436302	.	.	1	1	.
AGGF1	ENST00000312916	.	.	1	1	.
AHR	ENST00000242057	.	.	1	1	.
AHSA1	ENST00000216479	.	.	1	1	.
AIDA	ENST00000340020	.	.	1	1	.
AKAP1	ENST00000337714	.	.	1	1	.
AKAP6	ENST00000280979	.	.	1	1	.
AKAP9	ENST00000356239	.	.	1	1	.
AKR7A2	ENST00000235835	.	.	1	1	.
ALAS1	ENST00000394965	.	.	1	1	.
ALAS2	ENST00000330807	.	.	1	1	.
ALCAM	ENST00000306107	.	.	1	1	.
ALDH7A1	ENST00000409134	.	.	1	1	.
ALG10	ENST00000266483	.	.	1	1	.
ALK	ENST00000389048	.	.	1	1	.
ALMS1	ENST00000264448	.	.	1	1	.
ALPK1	ENST00000458497	.	.	1	1	.
ALPK2	ENST00000361673	.	.	1	1	.
ALPK3	ENST00000258888	.	.	1	1	.
ALS2CR11	ENST00000439140	.	.	1	1	.
AMMECR1L	ENST00000272647	.	.	1	1	.
AMOT	ENST00000371959	.	.	1	1	.
ANK1	ENST00000265709	.	.	1	1	.
ANK2	ENST00000506722	.	.	1	1	.
ANKFN1	ENST00000318698	.	.	1	1	.
ANKH	ENST00000284268	.	.	1	1	.
ANKK1	ENST00000303941	.	.	1	1	.
ANKRD11	ENST00000301030	.	.	1	1	.
ANKRD27	ENST00000306065	.	.	1	1	.
ANKRD30A	ENST00000361713	.	.	1	1	.
ANKRD34A	ENST00000323397	.	.	1	1	.
ANKS1A	ENST00000360359	.	.	1	1	.
ANKS6	ENST00000353234	.	.	1	1	.
APBA2	ENST00000558402	.	.	1	1	.
APBB1	ENST00000299402	.	.	1	1	.
APOB	ENST00000233242	.	.	1	1	.
APOBEC3G	ENST00000407997	.	.	1	1	.
ARAP2	ENST00000303965	.	.	1	1	.
ARHGAP18	ENST00000368149	.	.	1	1	.
ARHGAP21	ENST00000396432	.	.	1	1	.
ARHGAP31	ENST00000264245	.	.	1	1	.
ARHGEF11	ENST00000368194	.	.	1	1	.
ARHGEF18	ENST00000359920	.	.	1	1	.
ARHGEF4	ENST00000326016	.	.	1	1	.
ARHGEF5	ENST00000056217	.	.	1	1	.
ARID1A	ENST00000324856	.	.	1	1	.
ARID4A	ENST00000355431	.	.	1	1	.
ARL11	ENST00000282026	.	.	1	1	.
ARL3	ENST00000260746	.	.	1	1	.
ARPP19	ENST00000566423	.	.	1	1	.
ASXL1	ENST00000375687	.	.	1	1	.
ASXL3	ENST00000269197	.	.	1	1	.
ATAD2	ENST00000287394	.	.	1	1	.
ATAT1	ENST00000330083	.	.	1	1	.
ATG14	ENST00000247178	.	.	1	1	.
ATIC	ENST00000236959	.	.	1	1	.
ATM	ENST00000278616	.	.	1	1	.
ATP11B	ENST00000323116	.	.	1	1	.
ATP11C	ENST00000370557	.	.	1	1	.
ATP13A3	ENST00000439040	.	.	1	1	.
ATP1A1	ENST00000537345	.	.	1	1	.
ATP1A2	ENST00000361216	.	.	1	1	.
ATP2A2	ENST00000539276	.	.	1	1	.
ATP2B2	ENST00000360273	.	.	1	1	.
ATP5H	ENST00000301587	.	.	1	1	.
ATP6V1B1	ENST00000234396	.	.	1	1	.
ATP6V1C1	ENST00000395862	.	.	1	1	.
ATP7B	ENST00000242839	.	.	1	1	.
ATP8B2	ENST00000368489	.	.	1	1	.
AURKAIP1	ENST00000338370	.	.	1	1	.
AURKC	ENST00000302804	.	.	1	1	.
BACH1	ENST00000399921	.	.	1	1	.
BAIAP2L1	ENST00000005260	.	.	1	1	.
BCAM	ENST00000270233	.	.	1	1	.
BCAS1	ENST00000395961	.	.	1	1	.
BCL11A	ENST00000335712	.	.	1	1	.
BCL9	ENST00000234739	.	.	1	1	.
BCORL1	ENST00000540052	.	.	1	1	.
BDH1	ENST00000392379	.	.	1	1	.
BDKRB1	ENST00000216629	.	.	1	1	.
BDNF	ENST00000438929	.	.	1	1	.
BIN3	ENST00000276416	.	.	1	1	.
BIRC6	ENST00000421745	.	.	1	1	.
BLZF1	ENST00000367808	.	.	1	1	.
BMPR1A	ENST00000372037	.	.	1	1	.
BOD1L1	ENST00000040738	.	.	1	1	.
BRCA2	ENST00000544455	.	.	1	1	.
BRD4	ENST00000263377	.	.	1	1	.
BRSK1	ENST00000309383	.	.	1	1	.
BRWD1	ENST00000333229	.	.	1	1	.
BSN	ENST00000296452	.	.	1	1	.
BTBD7	ENST00000334746	.	.	1	1	.
BTG1	ENST00000256015	.	.	1	1	.
C3	ENST00000245907	.	.	1	1	.
CA9	ENST00000378357	.	.	1	1	.
CACNA1B	ENST00000371372	.	.	1	1	.
CACNA1C	ENST00000347598	.	.	1	1	.
CACNA1H	ENST00000348261	.	.	1	1	.
CACNA1S	ENST00000362061	.	.	1	1	.
CACNA2D2	ENST00000479441	.	.	1	1	.
CACNA2D4	ENST00000382722	.	.	1	1	.
CAD	ENST00000264705	.	.	1	1	.
CADPS	ENST00000383710	.	.	1	1	.
CAMK1	ENST00000256460	.	.	1	1	.
CAMKV	ENST00000477224	.	.	1	1	.
CAMTA1	ENST00000303635	.	.	1	1	.
CAND1	ENST00000545606	.	.	1	1	.
CASP14	ENST00000427043	.	.	1	1	.
CASP3	ENST00000308394	.	.	1	1	.
CASR	ENST00000498619	.	.	1	1	.
CBL	ENST00000264033	.	.	1	1	.
CBLC	ENST00000270279	.	.	1	1	.
CC2D2A	ENST00000424120	.	.	1	1	.
CCDC132	ENST00000305866	.	.	1	1	.
CCDC14	ENST00000433542	.	.	1	1	.
CCDC141	ENST00000420890	.	.	1	1	.
CCDC67	ENST00000298050	.	.	1	1	.
CCR7	ENST00000246657	.	.	1	1	.
CD180	ENST00000256447	.	.	1	1	.
CD226	ENST00000280200	.	.	1	1	.
CD2AP	ENST00000359314	.	.	1	1	.
CD320	ENST00000301458	.	.	1	1	.
CD72	ENST00000396757	.	.	1	1	.
CDAN1	ENST00000356231	.	.	1	1	.
CDC23	ENST00000394886	.	.	1	1	.
CDC42BPA	ENST00000366769	.	.	1	1	.
CDH1	ENST00000261769	.	.	1	1	.
CDK3	ENST00000425876	.	.	1	1	.
CDKN2D	ENST00000393599	.	.	1	1	.
CDYL2	ENST00000570137	.	.	1	1	.
CELSR1	ENST00000262738	.	.	1	1	.
CELSR3	ENST00000164024	.	.	1	1	.
CENPF	ENST00000366955	.	.	1	1	.
CENPH	ENST00000283006	.	.	1	1	.
CEP128	ENST00000555265	.	.	1	1	.
CEP164	ENST00000278935	.	.	1	1	.
CEP192	ENST00000506447	.	.	1	1	.
CEP250	ENST00000397527	.	.	1	1	.
CEP290	ENST00000552810	.	.	1	1	.
CFTR	ENST00000003084	.	.	1	1	.
CGNL1	ENST00000281282	.	.	1	1	.
CHD9	ENST00000566029	.	.	1	1	.
CHL1	ENST00000256509	.	.	1	1	.
CHM	ENST00000357749	.	.	1	1	.
CHRD	ENST00000204604	.	.	1	1	.
CHUK	ENST00000370397	.	.	1	1	.
CIT	ENST00000392521	.	.	1	1	.
CKAP4	ENST00000378026	.	.	1	1	.
CLCN1	ENST00000343257	.	.	1	1	.
CLEC7A	ENST00000304084	.	.	1	1	.
CLK3	ENST00000395066	.	.	1	1	.
CLPX	ENST00000300107	.	.	1	1	.
CMYA5	ENST00000446378	.	.	1	1	.
CNGA2	ENST00000329903	.	.	1	1	.
