gene	transcript	protein_change	score	pvalue	qvalue	info
CTNNB1	ENST00000349496	.	.	1.04434945055642e-83	8.53964545719982e-80	.
CCND1	ENST00000227507	.	.	3.12934937168254e-10	1.15639978275357e-06	.
NES	ENST00000368223	.	.	4.24263097500393e-10	1.15639978275357e-06	.
SPTAN1	ENST00000372739	.	.	1.87642148862462e-08	3.83587462812087e-05	.
NUMA1	ENST00000393695	.	.	4.68665359638047e-08	7.32030557719554e-05	.
SPEN	ENST00000375759	.	.	5.37138724020707e-08	7.32030557719554e-05	.
HGS	ENST00000329138	.	.	2.14799809176486e-07	0.000250916862805161	.
BIRC6	ENST00000421745	.	.	4.68607312415114e-07	0.000369543896327464	.
FLNB	ENST00000490882	.	.	4.41022927238682e-07	0.000369543896327464	.
KHSRP	ENST00000398148	.	.	4.23939000961078e-07	0.000369543896327464	.
SMC1A	ENST00000322213	.	.	4.97123989189447e-07	0.000369543896327464	.
PTEN	ENST00000371953	.	.	7.1643026586628e-07	0.000488187523665714	.
ESR1	ENST00000440973	.	.	9.75269864866848e-07	0.000613444745001247	.
HRNR	ENST00000368801	.	.	1.06907722931025e-06	0.000624417464576425	.
HUWE1	ENST00000342160	.	.	1.70781776044277e-06	0.000930988388476033	.
IRF7	ENST00000397566	.	.	2.79379696435008e-06	0.00134381633985239	.
SOS2	ENST00000216373	.	.	2.78953480349686e-06	0.00134381633985239	.
LPIN2	ENST00000261596	.	.	3.2899416140641e-06	0.00142696817996694	.
TACC2	ENST00000369005	.	.	3.31568979080002e-06	0.00142696817996694	.
RPA1	ENST00000254719	.	.	3.90565029798009e-06	0.00159682512432916	.
PLEKHG3	ENST00000247226	.	.	4.64431929975402e-06	0.00180840947209946	.
PLOD2	ENST00000282903	.	.	5.39047494556201e-06	0.00191643102738524	.
TP53	ENST00000269305	.	.	5.30390535831006e-06	0.00191643102738524	.
YEATS2	ENST00000305135	.	.	6.0620894048174e-06	0.002065404377633	.
TCF20	ENST00000359486	.	.	6.36934123261591e-06	0.00208328413036401	.
MYH9	ENST00000216181	.	.	7.6635595558064e-06	0.00241018948030111	.
MTMR6	ENST00000540661	.	.	8.54242653293524e-06	0.00258708969480783	.
ATRX	ENST00000373344	.	.	1.05558850842608e-05	0.00294690372958621	.
FAM47B	ENST00000329357	.	.	1.06553183797388e-05	0.00294690372958621	.
