gene	transcript	protein_change	score	pvalue	qvalue	info
PPP2R1A	ENST00000322088	.	.	7.16093850883e-14	1.44650957878e-11	.
TP53	ENST00000269305	.	.	7.16093850883e-14	1.44650957878e-11	.
CHD4	ENST00000357008	.	.	7.18619563855e-09	9.67741012659e-07	.
FBXW7	ENST00000281708	.	.	5.15407954094e-08	5.20562033635e-06	.
FOXA2	ENST00000419308	.	.	0.00198609253911	0.16047627716	.
U2AF1	ENST00000291552	.	.	0.00386838516439	0.260471267735	.
ARID1A	ENST00000324856	.	.	0.00613235076522	0.353924244164	.
POLR2A	ENST00000322644	.	.	0.00785189596937	0.396520746453	.
SORCS1	ENST00000344440	.	.	0.0107451846489	0.467036579886	.
MMP25	ENST00000336577	.	.	0.0115603113833	0.467036579886	.
DAAM1	ENST00000395125	.	.	0.0171038787064	0.628178817943	.
RB1	ENST00000267163	.	.	0.0213362409622	0.674798519295	.
GLB1L3	ENST00000431683	.	.	0.0231396525967	0.674798519295	.
FER1L6	ENST00000522917	.	.	0.0237446116075	0.674798519295	.
KRAS	ENST00000256078	.	.	0.0250544004689	0.674798519295	.
SCN3A	ENST00000283254	.	.	0.0281943901586	0.711908351503	.
MTBP	ENST00000305949	.	.	0.0311597221689	0.727842399947	.
MAP3K19	ENST00000414343	.	.	0.0358065005155	0.727842399947	.
PTEN	ENST00000371953	.	.	0.0358065005155	0.727842399947	.
POLR1A	ENST00000263857	.	.	0.0372419377266	0.727842399947	.
SCRIB	ENST00000356994	.	.	0.0386925881219	0.727842399947	.
AHNAK	ENST00000378024	.	.	0.0396349821753	0.727842399947	.
PLXNB2	ENST00000449103	.	.	0.0453147579855	0.766034917416	.
EPHA5	ENST00000273854	.	.	0.0467904244067	0.766034917416	.
NHS	ENST00000380060	.	.	0.0474031508302	0.766034917416	.
ZBTB7B	ENST00000417934	.	.	0.0718685037897	0.852277969479	.
PXDN	ENST00000252804	.	.	0.0750675928252	0.852277969479	.
STXBP5L	ENST00000273666	.	.	0.0775106132691	0.852277969479	.
GRIA1	ENST00000518783	.	.	0.0808829114623	0.852277969479	.
CACNA1H	ENST00000348261	.	.	0.0814736709886	0.852277969479	.
EBF2	ENST00000520164	.	.	0.0860644537851	0.852277969479	.
DSCAM	ENST00000400454	.	.	0.0894203489099	0.852277969479	.
REV3L	ENST00000358835	.	.	0.0898760077212	0.852277969479	.
SDK1	ENST00000404826	.	.	0.0928619798713	0.852277969479	.
UNC119	ENST00000335765	.	.	0.0947133722104	0.852277969479	.
MYH2	ENST00000245503	.	.	0.0952564405185	0.852277969479	.
MAGEB2	ENST00000378988	.	.	0.0954070134502	0.852277969479	.
FAM92B	ENST00000539556	.	.	0.111545694345	0.852277969479	.
ABCA9	ENST00000340001	.	.	0.113177394985	0.852277969479	.
MYH7	ENST00000355349	.	.	0.119753703512	0.852277969479	.
BCOR	ENST00000378444	.	.	0.120531742352	0.852277969479	.
LRRC7	ENST00000370958	.	.	0.121553000914	0.852277969479	.
EPB41L2	ENST00000337057	.	.	0.128556205317	0.852277969479	.
ADAMTS12	ENST00000504830	.	.	0.13591122809	0.852277969479	.
SALL3	ENST00000537592	.	.	0.145344864596	0.852277969479	.
ROBO2	ENST00000487694	.	.	0.145959968893	0.852277969479	.
NTRK1	ENST00000524377	.	.	0.149763366759	0.852277969479	.
ENPEP	ENST00000265162	.	.	0.149845306537	0.852277969479	.
PCDHB10	ENST00000239446	.	.	0.160408478925	0.852277969479	.
DLGAP2	ENST00000421627	.	.	0.160424764114	0.852277969479	.
BCLAF1	ENST00000531224	.	.	0.164564930123	0.852277969479	.
UQCRC1	ENST00000203407	.	.	0.16924978551	0.852277969479	.
CYP4F3	ENST00000221307	.	.	0.180103168558	0.852277969479	.
WRN	ENST00000298139	.	.	0.181385879625	0.852277969479	.
NOTCH1	ENST00000277541	.	.	0.185916508034	0.852277969479	.
TLN2	ENST00000561311	.	.	0.191455479649	0.852277969479	.
HUWE1	ENST00000342160	.	.	0.192610119567	0.852277969479	.
OGDHL	ENST00000374103	.	.	0.192668405012	0.852277969479	.
FNDC3A	ENST00000492622	.	.	0.198024495477	0.852277969479	.
SLC14A2	ENST00000255226	.	.	0.199518951454	0.852277969479	.
APOBEC1	ENST00000229304	.	.	0.200832472603	0.852277969479	.
PTP4A3	ENST00000521578	.	.	0.204481405396	0.852277969479	.
HCRTR2	ENST00000370862	.	.	0.206443858458	0.852277969479	.
BRWD1	ENST00000333229	.	.	0.207816996266	0.852277969479	.
DNAH5	ENST00000265104	.	.	0.214367672037	0.852277969479	.
CACNA1B	ENST00000371372	.	.	0.214398109651	0.852277969479	.
BZRAP1	ENST00000343736	.	.	0.220478086543	0.852277969479	.
LPP	ENST00000312675	.	.	0.22436004222	0.852277969479	.
PIK3CA	ENST00000263967	.	.	0.229465204271	0.852277969479	.
APAF1	ENST00000551964	.	.	0.229860847781	0.852277969479	.
DSCAML1	ENST00000321322	.	.	0.2311587115	0.852277969479	.
ASPM	ENST00000367409	.	.	0.231726757588	0.852277969479	.
GPR37	ENST00000303921	.	.	0.233264758881	0.852277969479	.
CLIP2	ENST00000223398	.	.	0.239783477287	0.852277969479	.
BSN	ENST00000296452	.	.	0.24124340709	0.852277969479	.
PXDNL	ENST00000356297	.	.	0.242343707063	0.852277969479	.
CLCNKA	ENST00000331433	.	.	0.243314149879	0.852277969479	.
IGF2R	ENST00000356956	.	.	0.246145036127	0.852277969479	.
TAF1	ENST00000276072	.	.	0.24963091025	0.852277969479	.
UBXN1	ENST00000294119	.	.	0.254643254913	0.852277969479	.
PRPF8	ENST00000572621	.	.	0.258600803529	0.852277969479	.
FBN3	ENST00000600128	.	.	0.263241937666	0.852277969479	.
ZNF676	ENST00000397121	.	.	0.263474037764	0.852277969479	.
SPOP	ENST00000393331	.	.	0.274530152555	0.852277969479	.
ELAVL2	ENST00000397312	.	.	0.287374348296	0.852277969479	.
TGM5	ENST00000220420	.	.	0.289629147931	0.852277969479	.
CDK11A	ENST00000404249	.	.	0.293910517531	0.852277969479	.
TBC1D9	ENST00000442267	.	.	0.296951054519	0.852277969479	.
LRP1B	ENST00000389484	.	.	0.301986830296	0.852277969479	.
ZNF780A	ENST00000455521	.	.	0.302511984572	0.852277969479	.
SIAH1	ENST00000356721	.	.	0.305206665621	0.852277969479	.
FAM135B	ENST00000395297	.	.	0.310767995776	0.852277969479	.
P2RY10	ENST00000171757	.	.	0.311511983835	0.852277969479	.
ATP8B3	ENST00000310127	.	.	0.312331580032	0.852277969479	.
LRRC36	ENST00000329956	.	.	0.317462027545	0.852277969479	.
SPTA1	ENST00000368147	.	.	0.318548340241	0.852277969479	.
FRMPD1	ENST00000539465	.	.	0.319681964476	0.852277969479	.
HCFC1	ENST00000310441	.	.	0.323187527369	0.852277969479	.
PDGFRB	ENST00000261799	.	.	0.326466635342	0.852277969479	.
GRIA3	ENST00000264357	.	.	0.327326372494	0.852277969479	.
TRPC1	ENST00000476941	.	.	0.33681339137	0.852277969479	.
COL15A1	ENST00000375001	.	.	0.337702565036	0.852277969479	.
HMCN1	ENST00000271588	.	.	0.338948765105	0.852277969479	.
SAMD4B	ENST00000314471	.	.	0.341678655762	0.852277969479	.
NCK1	ENST00000481752	.	.	0.342612405281	0.852277969479	.
MYT1L	ENST00000428368	.	.	0.349593383457	0.852277969479	.
ALCAM	ENST00000306107	.	.	0.356903996591	0.852277969479	.
ARAP3	ENST00000239440	.	.	0.360841885947	0.852277969479	.
CLASP2	ENST00000468888	.	.	0.363448050479	0.852277969479	.
DMD	ENST00000357033	.	.	0.363849926287	0.852277969479	.
MAP3K4	ENST00000392142	.	.	0.366311823991	0.852277969479	.
HEPHL1	ENST00000315765	.	.	0.369614099478	0.852277969479	.
GOLGB1	ENST00000393667	.	.	0.371528393019	0.852277969479	.
KIR3DL1	ENST00000391728	.	.	0.374454879422	0.852277969479	.
ESX1	ENST00000372588	.	.	0.379869931503	0.852277969479	.
CLCN2	ENST00000265593	.	.	0.380875026363	0.852277969479	.
F8	ENST00000360256	.	.	0.394097172162	0.852277969479	.
ATP13A4	ENST00000342695	.	.	0.395112646855	0.852277969479	.
PCDHGA2	ENST00000394576	.	.	0.400287997657	0.852277969479	.
TMUB2	ENST00000587989	.	.	0.403482150905	0.852277969479	.
HSPG2	ENST00000374695	.	.	0.403662967273	0.852277969479	.
MAPK8IP3	ENST00000250894	.	.	0.404461809837	0.852277969479	.
ZNF804B	ENST00000333190	.	.	0.405895809426	0.852277969479	.
CNR1	ENST00000537554	.	.	0.408899881357	0.852277969479	.
MUC17	ENST00000306151	.	.	0.410234973616	0.852277969479	.
PHKA2	ENST00000379942	.	.	0.412152812733	0.852277969479	.
FLT1	ENST00000282397	.	.	0.413849393798	0.852277969479	.
COL11A1	ENST00000370096	.	.	0.41485214148	0.852277969479	.
WNT9B	ENST00000290015	.	.	0.41821013767	0.852277969479	.
PTPN23	ENST00000265562	.	.	0.419608330668	0.852277969479	.
EPS15	ENST00000371733	.	.	0.42653769319	0.852277969479	.
MAN2A2	ENST00000360468	.	.	0.427719819798	0.852277969479	.
MMEL1	ENST00000378412	.	.	0.430914433046	0.852277969479	.
ABCA12	ENST00000272895	.	.	0.431272827393	0.852277969479	.
TIAM1	ENST00000286827	.	.	0.435225281385	0.852277969479	.
MAP2	ENST00000360351	.	.	0.436672589599	0.852277969479	.
SYCP2	ENST00000357552	.	.	0.436688188322	0.852277969479	.
LGR5	ENST00000266674	.	.	0.436794888239	0.852277969479	.
YARS	ENST00000373477	.	.	0.438496253125	0.852277969479	.
CACNA1A	ENST00000360228	.	.	0.43927045333	0.852277969479	.
CREBBP	ENST00000262367	.	.	0.441447119833	0.852277969479	.
CREB5	ENST00000357727	.	.	0.442699112274	0.852277969479	.
TULP4	ENST00000367097	.	.	0.443287444369	0.852277969479	.
LYST	ENST00000536965	.	.	0.450426237038	0.852277969479	.
MAN2C1	ENST00000565683	.	.	0.451073286032	0.852277969479	.
MGAM	ENST00000549489	.	.	0.453627283134	0.852277969479	.
SAV1	ENST00000324679	.	.	0.453722351502	0.852277969479	.
KPRP	ENST00000368773	.	.	0.459257091353	0.852277969479	.
HIVEP3	ENST00000372583	.	.	0.46044039741	0.852277969479	.
NRG1	ENST00000523534	.	.	0.463434856713	0.852277969479	.
MC3R	ENST00000243911	.	.	0.46890568737	0.852277969479	.
SYNE1	ENST00000367255	.	.	0.469338430726	0.852277969479	.
CSMD2	ENST00000241312	.	.	0.46991565474	0.852277969479	.
