gene	transcript	protein_change	score	pvalue	qvalue	info
ARID1A	ENST00000324856	.	.	7.16093850883e-14	9.57632306786e-11	.
EGFR	ENST00000275493	.	.	7.16093850883e-14	9.57632306786e-11	.
KEAP1	ENST00000171111	.	.	7.16093850883e-14	9.57632306786e-11	.
KRAS	ENST00000256078	.	.	7.16093850883e-14	9.57632306786e-11	.
RBM10	ENST00000377604	.	.	7.16093850883e-14	9.57632306786e-11	.
SETD2	ENST00000409792	.	.	7.16093850883e-14	9.57632306786e-11	.
SMARCA4	ENST00000429416	.	.	7.16093850883e-14	9.57632306786e-11	.
STK11	ENST00000326873	.	.	7.16093850883e-14	9.57632306786e-11	.
TP53	ENST00000269305	.	.	7.16093850883e-14	9.57632306786e-11	.
U2AF1	ENST00000291552	.	.	7.16093850883e-14	9.57632306786e-11	.
CSMD3	ENST00000297405	.	.	3.94310029073e-10	4.79373456253e-07	.
ERBB4	ENST00000342788	.	.	7.8152484484e-10	8.03948596157e-07	.
SCN3A	ENST00000283254	.	.	7.8152484484e-10	8.03948596157e-07	.
DST	ENST00000449297	.	.	3.57652074623e-09	3.37933297112e-06	.
SMAD4	ENST00000342988	.	.	3.79047293553e-09	3.37933297112e-06	.
EPHA5	ENST00000273854	.	.	5.04750319319e-09	4.21876626266e-06	.
TRPC4	ENST00000379681	.	.	8.29757951237e-09	6.10848096009e-06	.
SLC8A1	ENST00000403092	.	.	8.59084359206e-09	6.10848096009e-06	.
GBE1	ENST00000429644	.	.	8.67876603916e-09	6.10848096009e-06	.
CTSZ	ENST00000217131	.	.	1.53007216896e-08	1.02308275578e-05	.
FH	ENST00000366560	.	.	1.80914548897e-08	1.15208107734e-05	.
ZNF679	ENST00000421025	.	.	1.96715331802e-08	1.19576096917e-05	.
COL1A1	ENST00000225964	.	.	2.22055457355e-08	1.29110766574e-05	.
BRAF	ENST00000288602	.	.	2.73172723331e-08	1.50148471167e-05	.
COL11A1	ENST00000370096	.	.	2.80693320809e-08	1.50148471167e-05	.
NARS	ENST00000256854	.	.	4.06380850082e-08	1.95663492311e-05	.
CDH10	ENST00000264463	.	.	4.16632804923e-08	1.95663492311e-05	.
PAH	ENST00000553106	.	.	4.24305786062e-08	1.95663492311e-05	.
PLA2G2A	ENST00000375111	.	.	4.24305786062e-08	1.95663492311e-05	.
HSPA8	ENST00000534624	.	.	7.12669852021e-08	3.17684464369e-05	.
CDC5L	ENST00000371477	.	.	9.28266631339e-08	4.00442247126e-05	.
MYH2	ENST00000245503	.	.	9.9896345418e-08	4.16224106363e-05	.
OR5M3	ENST00000312240	.	.	1.02709904359e-07	4.16224106363e-05	.
OR8D1	ENST00000357821	.	.	1.24267518942e-07	4.88773391414e-05	.
NF1	ENST00000358273	.	.	1.55046059658e-07	5.92408844515e-05	.
CSMD1	ENST00000537824	.	.	2.31617349411e-07	8.52745738601e-05	.
ACTB	ENST00000331789	.	.	2.72882118124e-07	9.60329622546e-05	.
POTEF	ENST00000357462	.	.	2.98345593897e-07	0.000102301939158	.
SCD5	ENST00000319540	.	.	3.36422050329e-07	0.000112474301976	.
ZFHX4	ENST00000521891	.	.	3.87031801052e-07	0.000126238445743	.
HSPA6	ENST00000309758	.	.	4.52483109092e-07	0.000144072776616	.
MYH8	ENST00000403437	.	.	8.01619576607e-07	0.000249303688325	.
IDH1	ENST00000415913	.	.	1.28969654123e-06	0.000389920667711	.
MYH1	ENST00000226207	.	.	1.31207881904e-06	0.000389920667711	.
COL5A2	ENST00000374866	.	.	3.5172051337e-06	0.00102251270115	.
RB1	ENST00000267163	.	.	7.95600928005e-06	0.00226373855536	.
IARS2	ENST00000302637	.	.	3.17787514865e-05	0.00885369257561	.
GPA33	ENST00000367868	.	.	4.41475680925e-05	0.0120486822061	.
FLG	ENST00000368799	.	.	4.60870947973e-05	0.0121585951276	.
GRM7	ENST00000357716	.	.	4.63686795416e-05	0.0121585951276	.
GATA4	ENST00000335135	.	.	7.07689742266e-05	0.0181998748526	.
ACTN2	ENST00000366578	.	.	0.000110173324792	0.0277990164611	.
LRFN5	ENST00000298119	.	.	0.000131969907305	0.0322864161075	.
RAD54B	ENST00000336148	.	.	0.000132786426824	0.0322864161075	.
DLGAP2	ENST00000421627	.	.	0.000148355912772	0.0354279218125	.
COL12A1	ENST00000322507	.	.	0.00017463727701	0.040972356236	.
EPRS	ENST00000366923	.	.	0.000198717866189	0.045818172837	.
ATF7IP	ENST00000261168	.	.	0.000214135192931	0.0477271655844	.
USP28	ENST00000003302	.	.	0.000214135192931	0.0477271655844	.
KLHL2	ENST00000514860	.	.	0.000233040753743	0.051089409833	.
SLC11A1	ENST00000233202	.	.	0.000246888732767	0.0520999442839	.
TNN	ENST00000239462	.	.	0.00024966174299	0.0520999442839	.
COL5A1	ENST00000371817	.	.	0.000253233857657	0.0520999442839	.
SKIV2L2	ENST00000230640	.	.	0.000273995808275	0.0555173627888	.
ATP8A2	ENST00000381655	.	.	0.000303958021808	0.0606691138155	.
CRB1	ENST00000367400	.	.	0.000405824120877	0.0794650484393	.
ZNF235	ENST00000291182	.	.	0.000410011840448	0.0794650484393	.
ATM	ENST00000278616	.	.	0.000437904855796	0.083658594808	.
UMPS	ENST00000232607	.	.	0.000445745113526	0.0839570338477	.
FOLH1	ENST00000256999	.	.	0.000460741569261	0.0855763473018	.
GCAT	ENST00000323205	.	.	0.000503165508063	0.0921757854702	.
WNT10B	ENST00000301061	.	.	0.000583193151397	0.105392459644	.
THOC2	ENST00000245838	.	.	0.000642119961852	0.114266055141	.
OR4S2	ENST00000312422	.	.	0.000649384595131	0.114266055141	.
CBWD6	ENST00000377457	.	.	0.000692532544547	0.118967107468	.
CUL1	ENST00000325222	.	.	0.000693893246283	0.118967107468	.
VSIG1	ENST00000415430	.	.	0.0007209951349	0.122048961253	.
PCDHA2	ENST00000526136	.	.	0.000745209892456	0.123033233232	.
PPP3CA	ENST00000394854	.	.	0.000745209892456	0.123033233232	.
EPHA6	ENST00000389672	.	.	0.000783891335181	0.127841205188	.
DYSF	ENST00000410020	.	.	0.000836204009657	0.134729593026	.
MYH3	ENST00000583535	.	.	0.000896253277143	0.142685655657	.
ABCB1	ENST00000265724	.	.	0.000922753838463	0.145176318609	.
SLC12A1	ENST00000396577	.	.	0.000950242121783	0.14704314087	.
MTR	ENST00000366577	.	.	0.000956610577708	0.14704314087	.
NUBP1	ENST00000283027	.	.	0.00102483477821	0.153990061674	.
ACTBL2	ENST00000423391	.	.	0.00108962765131	0.16190656201	.
PDZRN3	ENST00000263666	.	.	0.00112929836263	0.165957219817	.
HAS2	ENST00000303924	.	.	0.00123425712963	0.177575985337	.
SLC22A11	ENST00000301891	.	.	0.00123491861485	0.177575985337	.
SLC6A3	ENST00000270349	.	.	0.00131745724473	0.187429316316	.
KIF21A	ENST00000361418	.	.	0.0013806761472	0.194355601227	.
HSPA1L	ENST00000375654	.	.	0.00148156167098	0.200420347929	.
SOD2	ENST00000538183	.	.	0.00149196911937	0.200420347929	.
CNTNAP2	ENST00000361727	.	.	0.00156308756508	0.200420347929	.
CRISPLD1	ENST00000262207	.	.	0.00157594591259	0.200420347929	.
