gene	transcript	protein_change	score	pvalue	qvalue	info
TTN	ENST00000589042	.	745.0302576806	.	.	.
BRAF	ENST00000288602	.	331.6020827391	.	.	.
NRAS	ENST00000369535	.	192.8414133752	.	.	.
LAMA2	ENST00000421865	.	171.6027965889	.	.	.
PCDH15	ENST00000414778	.	128.7358688083	.	.	.
TP53	ENST00000269305	.	116.6494112402	.	.	.
PLG	ENST00000308192	.	92.1168557587	.	.	.
LPA	ENST00000447678	.	83.5064286822	.	.	.
VWF	ENST00000261405	.	71.2994160688	.	.	.
APOB	ENST00000233242	.	69.0055884868	.	.	.
IFNA16	ENST00000380216	.	67.3305765486	.	.	.
LAMA1	ENST00000389658	.	65.7708559654	.	.	.
EP300	ENST00000263253	.	65.4040018637	.	.	.
LAMA3	ENST00000313654	.	63.8717713852	.	.	.
RYR2	ENST00000366574	.	55.3067219845	.	.	.
FLNB	ENST00000490882	.	50.9231323909	.	.	.
LAMB4	ENST00000388781	.	48.9851386733	.	.	.
LAMA5	ENST00000252999	.	48.4525232955	.	.	.
MITF	ENST00000352241	.	47.2491044589	.	.	.
CDKN2A	ENST00000498124	.	43.9874556780	.	.	.
SPTA1	ENST00000368147	.	43.8285558949	.	.	.
GLIS3	ENST00000381971	.	41.7819540921	.	.	.
CDH6	ENST00000265071	.	38.4026172166	.	.	.
GRIN2A	ENST00000396573	.	38.3768317596	.	.	.
LAMB2	ENST00000418109	.	34.7493988245	.	.	.
EGFR	ENST00000275493	.	31.6174256342	.	.	.
CDH9	ENST00000231021	.	31.2871627280	.	.	.
CELSR1	ENST00000262738	.	31.2099569119	.	.	.
RECQL4	ENST00000428558	.	30.6137092744	.	.	.
ERBB4	ENST00000342788	.	28.0894048413	.	.	.
LAMC2	ENST00000264144	.	27.9342323015	.	.	.
CTNNB1	ENST00000349496	.	27.8805446710	.	.	.
PTEN	ENST00000371953	.	25.4766111306	.	.	.
PIK3C2G	ENST00000433979	.	25.0744877166	.	.	.
POU2F1	ENST00000367866	.	24.7670886759	.	.	.
CDH18	ENST00000507958	.	24.4582457335	.	.	.
XDH	ENST00000379416	.	24.2855726811	.	.	.
CDH8	ENST00000577390	.	23.4399552154	.	.	.
GLI2	ENST00000452319	.	22.4046249359	.	.	.
NOS3	ENST00000297494	.	22.3055546879	.	.	.
TPO	ENST00000345913	.	19.2154188539	.	.	.
PTPRS	ENST00000357368	.	19.0615760516	.	.	.
DSG3	ENST00000257189	.	18.8601060008	.	.	.
CDH10	ENST00000264463	.	18.0983120434	.	.	.
HSPG2	ENST00000374695	.	17.9725398250	.	.	.
PRKCA	ENST00000413366	.	17.4841404738	.	.	.
CYLC2	ENST00000374798	.	17.0913210843	.	.	.
MED12	ENST00000374080	.	16.6905144502	.	.	.
ETS1	ENST00000392668	.	16.6763252962	.	.	.
PCDHB5	ENST00000231134	.	16.5517406168	.	.	.
LAMB3	ENST00000391911	.	16.3796105817	.	.	.
SLIT2	ENST00000504154	.	16.3177674472	.	.	.
PLD1	ENST00000351298	.	16.0965179507	.	.	.
SPEN	ENST00000375759	.	15.6630296121	.	.	.
SVEP1	ENST00000401783	.	14.9563377143	.	.	.
RAP1B	ENST00000250559	.	14.8943306740	.	.	.
LAMC1	ENST00000258341	.	14.8317801810	.	.	.
CREBBP	ENST00000262367	.	14.5658207920	.	.	.
NCOA3	ENST00000371998	.	14.5295785477	.	.	.
PCDHA6	ENST00000529310	.	14.2564034943	.	.	.
SPTB	ENST00000389722	.	14.2083574603	.	.	.
FN1	ENST00000354785	.	14.2068149325	.	.	.
ALB	ENST00000295897	.	13.5554860472	.	.	.
CDC42	ENST00000344548	.	13.3228379191	.	.	.
ANK1	ENST00000265709	.	12.8273892776	.	.	.
RYR3	ENST00000389232	.	12.5928885966	.	.	.
GLI1	ENST00000228682	.	12.0396507852	.	.	.
LAMA4	ENST00000230538	.	11.8960117252	.	.	.
GRIK1	ENST00000399907	.	11.0375293170	.	.	.
MAPK8	ENST00000374189	.	10.7985446100	.	.	.
APOA2	ENST00000367990	.	10.7060245908	.	.	.
GRM5	ENST00000418177	.	10.5141643387	.	.	.
CFTR	ENST00000003084	.	10.3005796669	.	.	.
GLI3	ENST00000395925	.	10.1993433412	.	.	.
BCAR1	ENST00000418647	.	10.1398030467	.	.	.
PCDHGA2	ENST00000394576	.	10.0079549213	.	.	.
MAP3K6	ENST00000493901	.	9.1957451129	.	.	.
FGG	ENST00000336098	.	9.1568855329	.	.	.
EDN1	ENST00000379375	.	8.7458188120	.	.	.
EPB42	ENST00000300215	.	8.7393027184	.	.	.
CSF2RB	ENST00000403662	.	8.6897983912	.	.	.
FGA	ENST00000302053	.	8.6402583249	.	.	.
KCNB1	ENST00000371741	.	8.5328907820	.	.	.
GRB2	ENST00000392562	.	8.4994671261	.	.	.
EEF1D	ENST00000423316	.	8.1248294693	.	.	.
IL7R	ENST00000303115	.	7.9683106135	.	.	.
PCDHA4	ENST00000530339	.	7.9250964072	.	.	.
TFAP2A	ENST00000379604	.	7.7431145440	.	.	.
PCDHA5	ENST00000529859	.	7.3090283109	.	.	.
PIK3CG	ENST00000359195	.	7.2488944501	.	.	.
NR5A2	ENST00000367362	.	7.2414995351	.	.	.
F2	ENST00000311907	.	7.1558340720	.	.	.
CDH2	ENST00000269141	.	6.9292500191	.	.	.
DAB1	ENST00000371236	.	6.8182865370	.	.	.
PPFIA1	ENST00000253925	.	6.5338357970	.	.	.
PIK3CD	ENST00000377346	.	6.5118389841	.	.	.
CGN	ENST00000271636	.	6.5085109557	.	.	.
PCDH7	ENST00000543491	.	6.4210036385	.	.	.
