gene	transcript	protein_change	score	pvalue	qvalue	info
IDH1	ENST00000415913	.	.	1.63866234347e-18	9.3403753578e-17	.
IDH2	ENST00000330062	.	.	8.68997695484e-16	2.47664343213e-14	.
MAX	ENST00000358664	.	.	1.31958129507e-11	2.50720446063e-10	.
NRAS	ENST00000369535	.	.	1.01244475418e-09	5.34371086324e-09	.
KIF26B	ENST00000407071	.	.	1.01244475418e-09	5.34371086324e-09	.
TRIM58	ENST00000366481	.	.	1.01244475418e-09	5.34371086324e-09	.
NUP210L	ENST00000368559	.	.	1.01244475418e-09	5.34371086324e-09	.
PCDH11X	ENST00000395337	.	.	1.78123695441e-09	5.34371086324e-09	.
KRT13	ENST00000246635	.	.	1.78123695441e-09	5.34371086324e-09	.
GLYAT	ENST00000344743	.	.	1.78123695441e-09	5.34371086324e-09	.
PLCG1	ENST00000373272	.	.	1.78123695441e-09	5.34371086324e-09	.
MNDA	ENST00000368141	.	.	1.78123695441e-09	5.34371086324e-09	.
CNOT4	ENST00000541284	.	.	1.78123695441e-09	5.34371086324e-09	.
FAM167B	ENST00000373582	.	.	1.78123695441e-09	5.34371086324e-09	.
PCDH20	ENST00000409186	.	.	1.78123695441e-09	5.34371086324e-09	.
GRIA4	ENST00000282499	.	.	1.78123695441e-09	5.34371086324e-09	.
SEC14L4	ENST00000255858	.	.	1.78123695441e-09	5.34371086324e-09	.
GPR133	ENST00000261654	.	.	1.78123695441e-09	5.34371086324e-09	.
EIF1AX	ENST00000379607	.	.	1.78123695441e-09	5.34371086324e-09	.
PIK3R1	ENST00000521381	.	.	1.67314863914e-08	4.70012375315e-08	.
PIK3CA	ENST00000263967	.	.	1.73162454064e-08	4.70012375315e-08	.
TP53	ENST00000269305	.	.	2.48092671787e-08	6.42785558722e-08	.
EGFR	ENST00000275493	.	.	2.46311271761e-07	6.10423586539e-07	.
ZCCHC12	ENST00000310164	.	.	5.9573570529e-06	1.0953850065e-05	.
SLC6A4	ENST00000401766	.	.	5.9573570529e-06	1.0953850065e-05	.
ANO9	ENST00000332826	.	.	5.9573570529e-06	1.0953850065e-05	.
LHFPL1	ENST00000371968	.	.	5.9573570529e-06	1.0953850065e-05	.
AK7	ENST00000267584	.	.	5.9573570529e-06	1.0953850065e-05	.
PFKL	ENST00000349048	.	.	5.9573570529e-06	1.0953850065e-05	.
AGBL1	ENST00000441037	.	.	5.9573570529e-06	1.0953850065e-05	.
MET	ENST00000318493	.	.	5.9573570529e-06	1.0953850065e-05	.
CIC	ENST00000575354	.	.	1.00383242604e-05	1.78807650888e-05	.
MUC7	ENST00000413702	.	.	0.00026547759968	0.000378305579544	.
HTR3A	ENST00000355556	.	.	0.00026547759968	0.000378305579544	.
MYOCD	ENST00000425538	.	.	0.00026547759968	0.000378305579544	.
OR5H14	ENST00000437310	.	.	0.00026547759968	0.000378305579544	.
OR2T2	ENST00000342927	.	.	0.00026547759968	0.000378305579544	.
SELE	ENST00000333360	.	.	0.00026547759968	0.000378305579544	.
COL14A1	ENST00000297848	.	.	0.00026547759968	0.000378305579544	.
MAST3	ENST00000262811	.	.	0.00026547759968	0.000378305579544	.
PTPN11	ENST00000351677	.	.	0.00106061170484	0.00147450895551	.
MYH11	ENST00000396324	.	.	0.0021521111761	0.00278796220541	.
PTCHD4	ENST00000339488	.	.	0.0021521111761	0.00278796220541	.
KRT15	ENST00000254043	.	.	0.0021521111761	0.00278796220541	.
ZBTB20	ENST00000474710	.	.	0.00401941378263	0.005091257458	.
ATRX	ENST00000373344	.	.	0.0161571664463	0.0200208366835	.
KIF2B	ENST00000268919	.	.	0.0181804260469	0.0215892559307	.
DCAF12L2	ENST00000538699	.	.	0.0181804260469	0.0215892559307	.
UTRN	ENST00000367545	.	.	0.0329694663372	0.0368482270828	.
MYO15A	ENST00000205890	.	.	0.0329694663372	0.0368482270828	.
TENM1	ENST00000422452	.	.	0.0329694663372	0.0368482270828	.
SPATA31D1	ENST00000344803	.	.	0.0509601729343	0.0558601895626	.
NF1	ENST00000358273	.	.	0.0708703227708	0.0748075629248	.
COL6A3	ENST00000295550	.	.	0.0708703227708	0.0748075629248	.
PCLO	ENST00000333891	.	.	0.171124182371	0.177346879912	.
PTEN	ENST00000371953	.	.	0.20533448508	0.209001172313	.
NOTCH1	ENST00000277541	.	.	0.261747394805	0.261747394805	.
